surah,ayah,verb_word,verb_location,verb_arabic,target_word,target_form_arabic,target_form_bw,target_roots_bw,target_lemmas_bw,category,qac_segments,context_arabic,full_verse_uthmani
7,87,5,7:87:5,ءَامَنُوا@,6,بِٱلَّذِى^,bi{l~a*iY^,,{l~a*iY,relative_or_clause_head,bi[P|PREFIX|bi+] ; {l~a*iY^[REL|STEM|POS:REL|LEM:{l~a*iY|MS],وَإِن كَانَ طَا^ئِفَةٌ مِّنكُمْ ءَامَنُوا@ بِٱلَّذِى^ أُرْسِلْتُ بِهِ. وَطَا^ئِفَةٌ,وَإِن كَانَ طَآئِفَةٌ مِّنكُمْ ءَامَنُوا۟ بِٱلَّذِىٓ أُرْسِلْتُ بِهِۦ وَطَآئِفَةٌ لَّمْ يُؤْمِنُوا۟ فَٱصْبِرُوا۟ حَتَّىٰ يَحْكُمَ ٱللَّهُ بَيْنَنَا وَهُوَ خَيْرُ ٱلْحَٰكِمِينَ
7,101,13,7:101:13,لِيُؤْمِنُوا@,14,بِمَا,bimaA,,maA,relative_or_clause_head,bi[P|PREFIX|bi+] ; maA[REL|STEM|POS:REL|LEM:maA],رُسُلُهُم بِٱلْبَيِّنَٰتِ فَمَا كَانُوا@ لِيُؤْمِنُوا@ بِمَا كَذَّبُوا@ مِن قَبْلُ,تِلْكَ ٱلْقُرَىٰ نَقُصُّ عَلَيْكَ مِنْ أَنۢبَآئِهَا وَلَقَدْ جَآءَتْهُمْ رُسُلُهُم بِٱلْبَيِّنَٰتِ فَمَا كَانُوا۟ لِيُؤْمِنُوا۟ بِمَا كَذَّبُوا۟ مِن قَبْلُ كَذَٰلِكَ يَطْبَعُ ٱللَّهُ عَلَىٰ قُلُوبِ ٱلْكَٰفِرِينَ
7,121,2,7:121:2,ءَامَنَّا,3,بِرَبِّ,birab~i,rbb,rab~,explicit_rabb,bi[P|PREFIX|bi+] ; rab~i[N|STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN],قَالُو^ا@ ءَامَنَّا بِرَبِّ ٱلْعَٰلَمِينَ,قَالُوٓا۟ ءَامَنَّا بِرَبِّ ٱلْعَٰلَمِينَ
7,123,3,7:123:3,ءَامَنتُم,4,بِهِ.,bihi.,,,pronominal_unresolved,bi[P|PREFIX|bi+] ; hi.[PRON|STEM|POS:PRON|3MS],قَالَ فِرْعَوْنُ ءَامَنتُم بِهِ. قَبْلَ أَنْ ءَاذَنَ,قَالَ فِرْعَوْنُ ءَامَنتُم بِهِۦ قَبْلَ أَنْ ءَاذَنَ لَكُمْ إِنَّ هَٰذَا لَمَكْرٌ مَّكَرْتُمُوهُ فِى ٱلْمَدِينَةِ لِتُخْرِجُوا۟ مِنْهَآ أَهْلَهَا فَسَوْفَ تَعْلَمُونَ
7,126,6,7:126:6,ءَامَنَّا,7,بِـ#َايَٰتِ,bi_#aAya`ti,Ayy,'aAyap,explicit_ayah,bi[P|PREFIX|bi+] ; _#aAya`ti[N|STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FP|GEN],تَنقِمُ مِنَّا^ إِلَّا^ أَنْ ءَامَنَّا بِـ#َايَٰتِ رَبِّنَا لَمَّا جَا^ءَتْنَا,وَمَا تَنقِمُ مِنَّآ إِلَّآ أَنْ ءَامَنَّا بِـَٔايَٰتِ رَبِّنَا لَمَّا جَآءَتْنَا رَبَّنَآ أَفْرِغْ عَلَيْنَا صَبْرًا وَتَوَفَّنَا مُسْلِمِينَ
7,146,15,7:146:15,يُؤْمِنُوا@,16,بِهَا,bihaA,,,pronominal_unresolved,bi[P|PREFIX|bi+] ; haA[PRON|STEM|POS:PRON|3FS],يَرَوْا@ كُلَّ ءَايَةٍ لَّا يُؤْمِنُوا@ بِهَا وَإِن يَرَوْا@ سَبِيلَ,سَأَصْرِفُ عَنْ ءَايَٰتِىَ ٱلَّذِينَ يَتَكَبَّرُونَ فِى ٱلْأَرْضِ بِغَيْرِ ٱلْحَقِّ وَإِن يَرَوْا۟ كُلَّ ءَايَةٍ لَّا يُؤْمِنُوا۟ بِهَا وَإِن يَرَوْا۟ سَبِيلَ ٱلرُّشْدِ لَا يَتَّخِذُوهُ سَبِيلًا وَإِن يَرَوْا۟ سَبِيلَ ٱلْغَىِّ يَتَّخِذُوهُ سَبِيلًا ذَٰلِكَ بِأَنَّهُمْ كَذَّبُوا۟ بِـَٔايَٰتِنَا وَكَانُوا۟ عَنْهَا غَٰفِلِينَ
7,157,32,7:157:32,ءَامَنُوا@,33,بِهِ.,bihi.,,,pronominal_unresolved,bi[P|PREFIX|bi+] ; hi.[PRON|STEM|POS:PRON|3MS],ٱلَّتِى كَانَتْ عَلَيْهِمْ فَٱلَّذِينَ ءَامَنُوا@ بِهِ. وَعَزَّرُوهُ وَنَصَرُوهُ وَٱتَّبَعُوا@,ٱلَّذِينَ يَتَّبِعُونَ ٱلرَّسُولَ ٱلنَّبِىَّ ٱلْأُمِّىَّ ٱلَّذِى يَجِدُونَهُۥ مَكْتُوبًا عِندَهُمْ فِى ٱلتَّوْرَىٰةِ وَٱلْإِنجِيلِ يَأْمُرُهُم بِٱلْمَعْرُوفِ وَيَنْهَىٰهُمْ عَنِ ٱلْمُنكَرِ وَيُحِلُّ لَهُمُ ٱلطَّيِّبَٰتِ وَيُحَرِّمُ عَلَيْهِمُ ٱلْخَبَٰٓئِثَ وَيَضَعُ عَنْهُمْ إِصْرَهُمْ وَٱلْأَغْلَٰلَ ٱلَّتِى كَانَتْ عَلَيْهِمْ فَٱلَّذِينَ ءَامَنُوا۟ بِهِۦ وَعَزَّرُوهُ وَنَصَرُوهُ وَٱتَّبَعُوا۟ ٱلنُّورَ ٱلَّذِىٓ أُنزِلَ مَعَهُۥٓ أُو۟لَٰٓئِكَ هُمُ ٱلْمُفْلِحُونَ
7,158,20,7:158:20,فَـ#َامِنُوا@,21,بِٱللَّهِ,bi{ll~ahi,Alh,{ll~ah,explicit_allah,bi[P|PREFIX|bi+] ; {ll~ahi[PN|STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN],إِلَّا هُوَ يُحْىِ. وَيُمِيتُ فَـ#َامِنُوا@ بِٱللَّهِ وَرَسُولِهِ ٱلنَّبِىِّ ٱلْأُمِّىِّ,قُلْ يَٰٓأَيُّهَا ٱلنَّاسُ إِنِّى رَسُولُ ٱللَّهِ إِلَيْكُمْ جَمِيعًا ٱلَّذِى لَهُۥ مُلْكُ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ لَآ إِلَٰهَ إِلَّا هُوَ يُحْىِۦ وَيُمِيتُ فَـَٔامِنُوا۟ بِٱللَّهِ وَرَسُولِهِ ٱلنَّبِىِّ ٱلْأُمِّىِّ ٱلَّذِى يُؤْمِنُ بِٱللَّهِ وَكَلِمَٰتِهِۦ وَٱتَّبِعُوهُ لَعَلَّكُمْ تَهْتَدُونَ
7,158,26,7:158:26,يُؤْمِنُ,27,بِٱللَّهِ,bi{ll~ahi,Alh,{ll~ah,explicit_allah,bi[P|PREFIX|bi+] ; {ll~ahi[PN|STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN],وَرَسُولِهِ ٱلنَّبِىِّ ٱلْأُمِّىِّ ٱلَّذِى يُؤْمِنُ بِٱللَّهِ وَكَلِمَٰتِهِ. وَٱتَّبِعُوهُ لَعَلَّكُمْ,قُلْ يَٰٓأَيُّهَا ٱلنَّاسُ إِنِّى رَسُولُ ٱللَّهِ إِلَيْكُمْ جَمِيعًا ٱلَّذِى لَهُۥ مُلْكُ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ لَآ إِلَٰهَ إِلَّا هُوَ يُحْىِۦ وَيُمِيتُ فَـَٔامِنُوا۟ بِٱللَّهِ وَرَسُولِهِ ٱلنَّبِىِّ ٱلْأُمِّىِّ ٱلَّذِى يُؤْمِنُ بِٱللَّهِ وَكَلِمَٰتِهِۦ وَٱتَّبِعُوهُ لَعَلَّكُمْ تَهْتَدُونَ
8,41,18,8:41:18,ءَامَنتُم,19,بِٱللَّهِ,bi{ll~ahi,Alh,{ll~ah,explicit_allah,bi[P|PREFIX|bi+] ; {ll~ahi[PN|STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN],وَٱبْنِ ٱلسَّبِيلِ إِن كُنتُمْ ءَامَنتُم بِٱللَّهِ وَمَا^ أَنزَلْنَا عَلَىٰ,وَٱعْلَمُوٓا۟ أَنَّمَا غَنِمْتُم مِّن شَىْءٍ فَأَنَّ لِلَّهِ خُمُسَهُۥ وَلِلرَّسُولِ وَلِذِى ٱلْقُرْبَىٰ وَٱلْيَتَٰمَىٰ وَٱلْمَسَٰكِينِ وَٱبْنِ ٱلسَّبِيلِ إِن كُنتُمْ ءَامَنتُم بِٱللَّهِ وَمَآ أَنزَلْنَا عَلَىٰ عَبْدِنَا يَوْمَ ٱلْفُرْقَانِ يَوْمَ ٱلْتَقَى ٱلْجَمْعَانِ وَٱللَّهُ عَلَىٰ كُلِّ شَىْءٍ قَدِيرٌ
9,18,6,9:18:6,ءَامَنَ,7,بِٱللَّهِ,bi{ll~ahi,Alh,{ll~ah,explicit_allah,bi[P|PREFIX|bi+] ; {ll~ahi[PN|STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN],يَعْمُرُ مَسَٰجِدَ ٱللَّهِ مَنْ ءَامَنَ بِٱللَّهِ وَٱلْيَوْمِ ٱلْءَاخِرِ وَأَقَامَ,إِنَّمَا يَعْمُرُ مَسَٰجِدَ ٱللَّهِ مَنْ ءَامَنَ بِٱللَّهِ وَٱلْيَوْمِ ٱلْـَٔاخِرِ وَأَقَامَ ٱلصَّلَوٰةَ وَءَاتَى ٱلزَّكَوٰةَ وَلَمْ يَخْشَ إِلَّا ٱللَّهَ فَعَسَىٰٓ أُو۟لَٰٓئِكَ أَن يَكُونُوا۟ مِنَ ٱلْمُهْتَدِينَ
9,19,8,9:19:8,ءَامَنَ,9,بِٱللَّهِ,bi{ll~ahi,Alh,{ll~ah,explicit_allah,bi[P|PREFIX|bi+] ; {ll~ahi[PN|STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN],وَعِمَارَةَ ٱلْمَسْجِدِ ٱلْحَرَامِ كَمَنْ ءَامَنَ بِٱللَّهِ وَٱلْيَوْمِ ٱلْءَاخِرِ وَجَٰهَدَ,أَجَعَلْتُمْ سِقَايَةَ ٱلْحَآجِّ وَعِمَارَةَ ٱلْمَسْجِدِ ٱلْحَرَامِ كَمَنْ ءَامَنَ بِٱللَّهِ وَٱلْيَوْمِ ٱلْـَٔاخِرِ وَجَٰهَدَ فِى سَبِيلِ ٱللَّهِ لَا يَسْتَوُۥنَ عِندَ ٱللَّهِ وَٱللَّهُ لَا يَهْدِى ٱلْقَوْمَ ٱلظَّٰلِمِينَ
9,29,4,9:29:4,يُؤْمِنُونَ,5,بِٱللَّهِ,bi{ll~ahi,Alh,{ll~ah,explicit_allah,bi[P|PREFIX|bi+] ; {ll~ahi[PN|STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN],قَٰتِلُوا@ ٱلَّذِينَ لَا يُؤْمِنُونَ بِٱللَّهِ وَلَا بِٱلْيَوْمِ ٱلْءَاخِرِ,قَٰتِلُوا۟ ٱلَّذِينَ لَا يُؤْمِنُونَ بِٱللَّهِ وَلَا بِٱلْيَوْمِ ٱلْـَٔاخِرِ وَلَا يُحَرِّمُونَ مَا حَرَّمَ ٱللَّهُ وَرَسُولُهُۥ وَلَا يَدِينُونَ دِينَ ٱلْحَقِّ مِنَ ٱلَّذِينَ أُوتُوا۟ ٱلْكِتَٰبَ حَتَّىٰ يُعْطُوا۟ ٱلْجِزْيَةَ عَن يَدٍ وَهُمْ صَٰغِرُونَ
9,44,4,9:44:4,يُؤْمِنُونَ,5,بِٱللَّهِ,bi{ll~ahi,Alh,{ll~ah,explicit_allah,bi[P|PREFIX|bi+] ; {ll~ahi[PN|STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN],لَا يَسْتَـ#ْذِنُكَ ٱلَّذِينَ يُؤْمِنُونَ بِٱللَّهِ وَٱلْيَوْمِ ٱلْءَاخِرِ أَن,لَا يَسْتَـْٔذِنُكَ ٱلَّذِينَ يُؤْمِنُونَ بِٱللَّهِ وَٱلْيَوْمِ ٱلْـَٔاخِرِ أَن يُجَٰهِدُوا۟ بِأَمْوَٰلِهِمْ وَأَنفُسِهِمْ وَٱللَّهُ عَلِيمٌۢ بِٱلْمُتَّقِينَ
9,45,5,9:45:5,يُؤْمِنُونَ,6,بِٱللَّهِ,bi{ll~ahi,Alh,{ll~ah,explicit_allah,bi[P|PREFIX|bi+] ; {ll~ahi[PN|STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN],إِنَّمَا يَسْتَـ#ْذِنُكَ ٱلَّذِينَ لَا يُؤْمِنُونَ بِٱللَّهِ وَٱلْيَوْمِ ٱلْءَاخِرِ وَٱرْتَابَتْ,إِنَّمَا يَسْتَـْٔذِنُكَ ٱلَّذِينَ لَا يُؤْمِنُونَ بِٱللَّهِ وَٱلْيَوْمِ ٱلْـَٔاخِرِ وَٱرْتَابَتْ قُلُوبُهُمْ فَهُمْ فِى رَيْبِهِمْ يَتَرَدَّدُونَ
9,61,12,9:61:12,يُؤْمِنُ,13,بِٱللَّهِ,bi{ll~ahi,Alh,{ll~ah,explicit_allah,bi[P|PREFIX|bi+] ; {ll~ahi[PN|STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN],قُلْ أُذُنُ خَيْرٍ لَّكُمْ يُؤْمِنُ بِٱللَّهِ وَيُؤْمِنُ لِلْمُؤْمِنِينَ وَرَحْمَةٌ,وَمِنْهُمُ ٱلَّذِينَ يُؤْذُونَ ٱلنَّبِىَّ وَيَقُولُونَ هُوَ أُذُنٌ قُلْ أُذُنُ خَيْرٍ لَّكُمْ يُؤْمِنُ بِٱللَّهِ وَيُؤْمِنُ لِلْمُؤْمِنِينَ وَرَحْمَةٌ لِّلَّذِينَ ءَامَنُوا۟ مِنكُمْ وَٱلَّذِينَ يُؤْذُونَ رَسُولَ ٱللَّهِ لَهُمْ عَذَابٌ أَلِيمٌ
9,86,5,9:86:5,ءَامِنُوا@,6,بِٱللَّهِ,bi{ll~ahi,Alh,{ll~ah,explicit_allah,bi[P|PREFIX|bi+] ; {ll~ahi[PN|STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN],وَإِذَا^ أُنزِلَتْ سُورَةٌ أَنْ ءَامِنُوا@ بِٱللَّهِ وَجَٰهِدُوا@ مَعَ رَسُولِهِ,وَإِذَآ أُنزِلَتْ سُورَةٌ أَنْ ءَامِنُوا۟ بِٱللَّهِ وَجَٰهِدُوا۟ مَعَ رَسُولِهِ ٱسْتَـْٔذَنَكَ أُو۟لُوا۟ ٱلطَّوْلِ مِنْهُمْ وَقَالُوا۟ ذَرْنَا نَكُن مَّعَ ٱلْقَٰعِدِينَ
9,99,4,9:99:4,يُؤْمِنُ,5,بِٱللَّهِ,bi{ll~ahi,Alh,{ll~ah,explicit_allah,bi[P|PREFIX|bi+] ; {ll~ahi[PN|STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN],وَمِنَ ٱلْأَعْرَابِ مَن يُؤْمِنُ بِٱللَّهِ وَٱلْيَوْمِ ٱلْءَاخِرِ وَيَتَّخِذُ,وَمِنَ ٱلْأَعْرَابِ مَن يُؤْمِنُ بِٱللَّهِ وَٱلْيَوْمِ ٱلْـَٔاخِرِ وَيَتَّخِذُ مَا يُنفِقُ قُرُبَٰتٍ عِندَ ٱللَّهِ وَصَلَوَٰتِ ٱلرَّسُولِ أَلَآ إِنَّهَا قُرْبَةٌ لَّهُمْ سَيُدْخِلُهُمُ ٱللَّهُ فِى رَحْمَتِهِۦٓ إِنَّ ٱللَّهَ غَفُورٌ رَّحِيمٌ
10,40,3,10:40:3,يُؤْمِنُ,4,بِهِ.,bihi.,,,pronominal_unresolved,bi[P|PREFIX|bi+] ; hi.[PRON|STEM|POS:PRON|3MS],وَمِنْهُم مَّن يُؤْمِنُ بِهِ. وَمِنْهُم مَّن لَّا,وَمِنْهُم مَّن يُؤْمِنُ بِهِۦ وَمِنْهُم مَّن لَّا يُؤْمِنُ بِهِۦ وَرَبُّكَ أَعْلَمُ بِٱلْمُفْسِدِينَ
10,40,8,10:40:8,يُؤْمِنُ,9,بِهِ.,bihi.,,,pronominal_unresolved,bi[P|PREFIX|bi+] ; hi.[PRON|STEM|POS:PRON|3MS],بِهِ. وَمِنْهُم مَّن لَّا يُؤْمِنُ بِهِ. وَرَبُّكَ أَعْلَمُ بِٱلْمُفْسِدِينَ,وَمِنْهُم مَّن يُؤْمِنُ بِهِۦ وَمِنْهُم مَّن لَّا يُؤْمِنُ بِهِۦ وَرَبُّكَ أَعْلَمُ بِٱلْمُفْسِدِينَ
10,51,5,10:51:5,ءَامَنتُم,6,بِهِ.^,bihi.^,,,pronominal_unresolved,bi[P|PREFIX|bi+] ; hi.^[PRON|STEM|POS:PRON|3MS],أَثُمَّ إِذَا مَا وَقَعَ ءَامَنتُم بِهِ.^ ءَا^لْـ#َٰنَ وَقَدْ كُنتُم,أَثُمَّ إِذَا مَا وَقَعَ ءَامَنتُم بِهِۦٓ ءَآلْـَٰٔنَ وَقَدْ كُنتُم بِهِۦ تَسْتَعْجِلُونَ
10,74,12,10:74:12,لِيُؤْمِنُوا@,13,بِمَا,bimaA,,maA,relative_or_clause_head,bi[P|PREFIX|bi+] ; maA[REL|STEM|POS:REL|LEM:maA],فَجَا^ءُوهُم بِٱلْبَيِّنَٰتِ فَمَا كَانُوا@ لِيُؤْمِنُوا@ بِمَا كَذَّبُوا@ بِهِ. مِن,ثُمَّ بَعَثْنَا مِنۢ بَعْدِهِۦ رُسُلًا إِلَىٰ قَوْمِهِمْ فَجَآءُوهُم بِٱلْبَيِّنَٰتِ فَمَا كَانُوا۟ لِيُؤْمِنُوا۟ بِمَا كَذَّبُوا۟ بِهِۦ مِن قَبْلُ كَذَٰلِكَ نَطْبَعُ عَلَىٰ قُلُوبِ ٱلْمُعْتَدِينَ
10,84,6,10:84:6,ءَامَنتُم,7,بِٱللَّهِ,bi{ll~ahi,Alh,{ll~ah,explicit_allah,bi[P|PREFIX|bi+] ; {ll~ahi[PN|STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN],مُوسَىٰ يَٰقَوْمِ إِن كُنتُمْ ءَامَنتُم بِٱللَّهِ فَعَلَيْهِ تَوَكَّلُو^ا@ إِن,وَقَالَ مُوسَىٰ يَٰقَوْمِ إِن كُنتُمْ ءَامَنتُم بِٱللَّهِ فَعَلَيْهِ تَوَكَّلُوٓا۟ إِن كُنتُم مُّسْلِمِينَ
10,90,21,10:90:21,ءَامَنَتْ,22,بِهِ.,bihi.,,,pronominal_unresolved,bi[P|PREFIX|bi+] ; hi.[PRON|STEM|POS:PRON|3MS],"لَا^ إِلَٰهَ إِلَّا ٱلَّذِى^ ءَامَنَتْ بِهِ. بَنُو^ا@ إِسْرَٰ^ءِيلَ وَأَنَا""",وَجَٰوَزْنَا بِبَنِىٓ إِسْرَٰٓءِيلَ ٱلْبَحْرَ فَأَتْبَعَهُمْ فِرْعَوْنُ وَجُنُودُهُۥ بَغْيًا وَعَدْوًا حَتَّىٰٓ إِذَآ أَدْرَكَهُ ٱلْغَرَقُ قَالَ ءَامَنتُ أَنَّهُۥ لَآ إِلَٰهَ إِلَّا ٱلَّذِىٓ ءَامَنَتْ بِهِۦ بَنُوٓا۟ إِسْرَٰٓءِيلَ وَأَنَا۠ مِنَ ٱلْمُسْلِمِينَ
11,17,17,11:17:17,يُؤْمِنُونَ,18,بِهِ.,bihi.,,,pronominal_unresolved,bi[P|PREFIX|bi+] ; hi.[PRON|STEM|POS:PRON|3MS],مُوسَىٰ^ إِمَامًا وَرَحْمَةً أُو@لَٰ^ئِكَ يُؤْمِنُونَ بِهِ. وَمَن يَكْفُرْ بِهِ.,أَفَمَن كَانَ عَلَىٰ بَيِّنَةٍ مِّن رَّبِّهِۦ وَيَتْلُوهُ شَاهِدٌ مِّنْهُ وَمِن قَبْلِهِۦ كِتَٰبُ مُوسَىٰٓ إِمَامًا وَرَحْمَةً أُو۟لَٰٓئِكَ يُؤْمِنُونَ بِهِۦ وَمَن يَكْفُرْ بِهِۦ مِنَ ٱلْأَحْزَابِ فَٱلنَّارُ مَوْعِدُهُۥ فَلَا تَكُ فِى مِرْيَةٍ مِّنْهُ إِنَّهُ ٱلْحَقُّ مِن رَّبِّكَ وَلَٰكِنَّ أَكْثَرَ ٱلنَّاسِ لَا يُؤْمِنُونَ
12,37,21,12:37:21,يُؤْمِنُونَ,22,بِٱللَّهِ,bi{ll~ahi,Alh,{ll~ah,explicit_allah,bi[P|PREFIX|bi+] ; {ll~ahi[PN|STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN],تَرَكْتُ مِلَّةَ قَوْمٍ لَّا يُؤْمِنُونَ بِٱللَّهِ وَهُم بِٱلْءَاخِرَةِ هُمْ,قَالَ لَا يَأْتِيكُمَا طَعَامٌ تُرْزَقَانِهِۦٓ إِلَّا نَبَّأْتُكُمَا بِتَأْوِيلِهِۦ قَبْلَ أَن يَأْتِيَكُمَا ذَٰلِكُمَا مِمَّا عَلَّمَنِى رَبِّىٓ إِنِّى تَرَكْتُ مِلَّةَ قَوْمٍ لَّا يُؤْمِنُونَ بِٱللَّهِ وَهُم بِٱلْـَٔاخِرَةِ هُمْ كَٰفِرُونَ
14,27,4,14:27:4,ءَامَنُوا@,5,بِٱلْقَوْلِ,bi{loqawoli,qwl,qawol,explicit_other_lexical,bi[P|PREFIX|bi+] ; {lo[DET|PREFIX|Al+] ; qawoli[N|STEM|POS:N|VN|LEM:qawol|ROOT:qwl|M|GEN],يُثَبِّتُ ٱللَّهُ ٱلَّذِينَ ءَامَنُوا@ بِٱلْقَوْلِ ٱلثَّابِتِ فِى ٱلْحَيَوٰةِ,يُثَبِّتُ ٱللَّهُ ٱلَّذِينَ ءَامَنُوا۟ بِٱلْقَوْلِ ٱلثَّابِتِ فِى ٱلْحَيَوٰةِ ٱلدُّنْيَا وَفِى ٱلْـَٔاخِرَةِ وَيُضِلُّ ٱللَّهُ ٱلظَّٰلِمِينَ وَيَفْعَلُ ٱللَّهُ مَا يَشَآءُ
15,13,2,15:13:2,يُؤْمِنُونَ,3,بِهِ.,bihi.,,,pronominal_unresolved,bi[P|PREFIX|bi+] ; hi.[PRON|STEM|POS:PRON|3MS],لَا يُؤْمِنُونَ بِهِ. وَقَدْ خَلَتْ سُنَّةُ,لَا يُؤْمِنُونَ بِهِۦ وَقَدْ خَلَتْ سُنَّةُ ٱلْأَوَّلِينَ
16,22,6,16:22:6,يُؤْمِنُونَ,7,بِٱلْءَاخِرَةِ,bi{lo'aAxirapi,Axr,A^xir,explicit_afterlife,bi[P|PREFIX|bi+] ; {lo[DET|PREFIX|Al+] ; 'aAxirapi[N|STEM|POS:N|LEM:A^xir|ROOT:Axr|FS|GEN],إِلَٰهٌ وَٰحِدٌ فَٱلَّذِينَ لَا يُؤْمِنُونَ بِٱلْءَاخِرَةِ قُلُوبُهُم مُّنكِرَةٌ وَهُم,إِلَٰهُكُمْ إِلَٰهٌ وَٰحِدٌ فَٱلَّذِينَ لَا يُؤْمِنُونَ بِٱلْـَٔاخِرَةِ قُلُوبُهُم مُّنكِرَةٌ وَهُم مُّسْتَكْبِرُونَ
16,60,3,16:60:3,يُؤْمِنُونَ,4,بِٱلْءَاخِرَةِ,bi{lo'aAxirapi,Axr,A^xir,explicit_afterlife,bi[P|PREFIX|bi+] ; {lo[DET|PREFIX|Al+] ; 'aAxirapi[N|STEM|POS:N|LEM:A^xir|ROOT:Axr|FS|GEN],لِلَّذِينَ لَا يُؤْمِنُونَ بِٱلْءَاخِرَةِ مَثَلُ ٱلسَّوْءِ وَلِلَّهِ,لِلَّذِينَ لَا يُؤْمِنُونَ بِٱلْـَٔاخِرَةِ مَثَلُ ٱلسَّوْءِ وَلِلَّهِ ٱلْمَثَلُ ٱلْأَعْلَىٰ وَهُوَ ٱلْعَزِيزُ ٱلْحَكِيمُ
16,72,17,16:72:17,يُؤْمِنُونَ,18,وَبِنِعْمَتِ,wabiniEomati,nEm,niEomap,explicit_other_lexical,wa[CONJ|PREFIX|w:CONJ+] ; bi[P|PREFIX|bi+] ; niEomati[N|STEM|POS:N|LEM:niEomap|ROOT:nEm|F|GEN],وَرَزَقَكُم مِّنَ ٱلطَّيِّبَٰتِ أَفَبِٱلْبَٰطِلِ يُؤْمِنُونَ وَبِنِعْمَتِ ٱللَّهِ هُمْ يَكْفُرُونَ,وَٱللَّهُ جَعَلَ لَكُم مِّنْ أَنفُسِكُمْ أَزْوَٰجًا وَجَعَلَ لَكُم مِّنْ أَزْوَٰجِكُم بَنِينَ وَحَفَدَةً وَرَزَقَكُم مِّنَ ٱلطَّيِّبَٰتِ أَفَبِٱلْبَٰطِلِ يُؤْمِنُونَ وَبِنِعْمَتِ ٱللَّهِ هُمْ يَكْفُرُونَ
16,104,4,16:104:4,يُؤْمِنُونَ,5,بِـ#َايَٰتِ,bi_#aAya`ti,Ayy,'aAyap,explicit_ayah,bi[P|PREFIX|bi+] ; _#aAya`ti[N|STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FP|GEN],إِنَّ ٱلَّذِينَ لَا يُؤْمِنُونَ بِـ#َايَٰتِ ٱللَّهِ لَا يَهْدِيهِمُ,إِنَّ ٱلَّذِينَ لَا يُؤْمِنُونَ بِـَٔايَٰتِ ٱللَّهِ لَا يَهْدِيهِمُ ٱللَّهُ وَلَهُمْ عَذَابٌ أَلِيمٌ
16,105,6,16:105:6,يُؤْمِنُونَ,7,بِـ#َايَٰتِ,bi_#aAya`ti,Ayy,'aAyap,explicit_ayah,bi[P|PREFIX|bi+] ; _#aAya`ti[N|STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FP|GEN],يَفْتَرِى ٱلْكَذِبَ ٱلَّذِينَ لَا يُؤْمِنُونَ بِـ#َايَٰتِ ٱللَّهِ وَأُو@لَٰ^ئِكَ هُمُ,إِنَّمَا يَفْتَرِى ٱلْكَذِبَ ٱلَّذِينَ لَا يُؤْمِنُونَ بِـَٔايَٰتِ ٱللَّهِ وَأُو۟لَٰٓئِكَ هُمُ ٱلْكَٰذِبُونَ
17,10,4,17:10:4,يُؤْمِنُونَ,5,بِٱلْءَاخِرَةِ,bi{lo'aAxirapi,Axr,A^xir,explicit_afterlife,bi[P|PREFIX|bi+] ; {lo[DET|PREFIX|Al+] ; 'aAxirapi[N|STEM|POS:N|LEM:A^xir|ROOT:Axr|FS|GEN],وَأَنَّ ٱلَّذِينَ لَا يُؤْمِنُونَ بِٱلْءَاخِرَةِ أَعْتَدْنَا لَهُمْ عَذَابًا,وَأَنَّ ٱلَّذِينَ لَا يُؤْمِنُونَ بِٱلْـَٔاخِرَةِ أَعْتَدْنَا لَهُمْ عَذَابًا أَلِيمًا
17,45,9,17:45:9,يُؤْمِنُونَ,10,بِٱلْءَاخِرَةِ,bi{lo'aAxirapi,Axr,A^xir,explicit_afterlife,bi[P|PREFIX|bi+] ; {lo[DET|PREFIX|Al+] ; 'aAxirapi[N|STEM|POS:N|LEM:A^xir|ROOT:Axr|FS|GEN],بَيْنَكَ وَبَيْنَ ٱلَّذِينَ لَا يُؤْمِنُونَ بِٱلْءَاخِرَةِ حِجَابًا مَّسْتُورًا,وَإِذَا قَرَأْتَ ٱلْقُرْءَانَ جَعَلْنَا بَيْنَكَ وَبَيْنَ ٱلَّذِينَ لَا يُؤْمِنُونَ بِٱلْـَٔاخِرَةِ حِجَابًا مَّسْتُورًا
